snapshot_date,commissioning_month,size_segment,plant_count,unit_count,power_gw,energy_gwh,median_duration_hours,network_verified_plant_count,period_complete
2026-06-30,2004-09-01,overall,2,2,0.0000253,0.0000253,1,0,true
2026-06-30,2004-09-01,small,2,2,0.0000253,0.0000253,1,0,true
2026-06-30,2004-10-01,overall,4,4,0.0000255,0.00005055,2.06547619,3,true
2026-06-30,2004-10-01,small,4,4,0.0000255,0.00005055,2.06547619,3,true
2026-06-30,2004-11-01,overall,1,1,0.000003,0.000013,4.333333333,0,true
2026-06-30,2004-11-01,small,1,1,0.000003,0.000013,4.333333333,0,true
2026-06-30,2004-12-01,overall,4,4,0.00001776,0.00002588,1.11686747,2,true
2026-06-30,2004-12-01,small,4,4,0.00001776,0.00002588,1.11686747,2,true
2026-06-30,2005-01-01,overall,1,1,0.000005,0.000005,1,0,true
2026-06-30,2005-01-01,small,1,1,0.000005,0.000005,1,0,true
2026-06-30,2005-02-01,overall,1,1,0.0000005,0.0000058,11.6,1,true
2026-06-30,2005-02-01,small,1,1,0.0000005,0.0000058,11.6,1,true
2026-06-30,2005-03-01,overall,4,4,0.0000283,0.00003432,1.068047337,0,true
2026-06-30,2005-03-01,small,4,4,0.0000283,0.00003432,1.068047337,0,true
2026-06-30,2005-04-01,overall,3,3,0.0000135,0.00001405,1.003921569,0,true
2026-06-30,2005-04-01,small,3,3,0.0000135,0.00001405,1.003921569,0,true
2026-06-30,2005-05-01,overall,3,3,0.0000187,0.0000263,1.523809524,1,true
2026-06-30,2005-05-01,small,3,3,0.0000187,0.0000263,1.523809524,1,true
2026-06-30,2005-06-01,overall,3,3,0.00001708,0.00002765,1.3,3,true
2026-06-30,2005-06-01,small,3,3,0.00001708,0.00002765,1.3,3,true
2026-06-30,2005-07-01,overall,4,4,0.00002596,0.0000418,1.829166667,2,true
2026-06-30,2005-07-01,small,4,4,0.00002596,0.0000418,1.829166667,2,true
2026-06-30,2005-08-01,overall,5,5,0.00002785,0.000033917,1,2,true
2026-06-30,2005-08-01,small,5,5,0.00002785,0.000033917,1,2,true
2026-06-30,2005-09-01,overall,2,2,0.0000081,0.000017,2.086956522,0,true
2026-06-30,2005-09-01,small,2,2,0.0000081,0.000017,2.086956522,0,true
2026-06-30,2005-10-01,overall,5,5,0.000033082,0.00004714,1.46969697,2,true
2026-06-30,2005-10-01,small,5,5,0.000033082,0.00004714,1.46969697,2,true
2026-06-30,2005-11-01,overall,5,5,0.00001979,0.00003078,1.181818182,2,true
2026-06-30,2005-11-01,small,5,5,0.00001979,0.00003078,1.181818182,2,true
2026-06-30,2005-12-01,overall,6,6,0.00004076,0.00006271,1.458333333,5,true
2026-06-30,2005-12-01,small,6,6,0.00004076,0.00006271,1.458333333,5,true
2026-06-30,2006-01-01,overall,1,1,0.0000025,0.000005,2,0,true
2026-06-30,2006-01-01,small,1,1,0.0000025,0.000005,2,0,true
2026-06-30,2006-02-01,overall,1,1,0.0000092,0.000014,1.52173913,0,true
2026-06-30,2006-02-01,small,1,1,0.0000092,0.000014,1.52173913,0,true
2026-06-30,2006-04-01,overall,1,1,0.000002592,0.000006,2.314814815,0,true
2026-06-30,2006-04-01,small,1,1,0.000002592,0.000006,2.314814815,0,true
2026-06-30,2006-05-01,medium,1,1,0.00003,0.000032,1.066666667,0,true
2026-06-30,2006-05-01,overall,6,6,0.00006014,0.00007648,1.184375,2,true
2026-06-30,2006-05-01,small,5,5,0.00003014,0.00004448,1.302083333,2,true
2026-06-30,2006-06-01,overall,6,6,0.00003427,0.00004203,1.055555556,4,true
